Date,Spieler,Position,Pkt.,Marktwert
2020-10-20,"

Klement

",Mittelfeld,10,2260000
2020-10-20,"

Thommy

",Mittelfeld,0,3070000
2020-10-20,"

Ahamada

",Mittelfeld,0,720000
2020-10-20,"

Mangala

",Mittelfeld,1,1830000
2020-10-20,"

Castro

",Mittelfeld,21,3980000
2020-10-20,"

Al Ghaddioui

",Sturm,1,670000
2020-10-20,"

Kalajdžić

",Sturm,28,6930000
2020-10-20,"

Massimo

",Sturm,5,1110000
2020-10-20,"

González

",Sturm,1,5090000
2020-10-20,"

Cissé

",Sturm,1,720000
2020-10-20,"

T. Coulibaly

",Sturm,6,1330000
2020-10-26,"

Neuer

",Torwart,4,2790000
2020-10-26,"

R. Hoffmann

",Torwart,0,160000
2020-10-26,"

Nübel

",Torwart,0,570000
2020-10-26,"

Nianzou

",Abwehr,0,2530000
2020-10-26,"

Richards

",Abwehr,6,1620000
2020-10-26,"

Lucas Hernández

",Abwehr,13,5310000
2020-10-26,"

Davies

",Abwehr,4,4980000
2020-10-26,"

Pavard

",Abwehr,8,4860000
2020-10-26,"

Sarr

",Abwehr,0,4680000
2020-10-26,"

J. Boateng

",Abwehr,7,3860000
2020-10-26,"

Alaba

",Abwehr,4,6660000
2020-10-26,"

Süle

",Abwehr,11,5140000
2020-10-26,"

Javi Martínez

",Mittelfeld,4,2630000
2020-10-26,"

Tolisso

",Mittelfeld,6,3200000
2020-10-26,"

Marc Roca

",Mittelfeld,0,10030000
2020-10-26,"

Douglas Costa

",Mittelfeld,1,10760000
2020-10-26,"

Kimmich

",Mittelfeld,27,11260000
2020-10-26,"

Goretzka

",Mittelfeld,20,9280000
2020-10-26,"

Musiala

",Mittelfeld,10,3340000
2020-10-26,"

L. Sané

",Sturm,14,15440000
2020-10-26,"

Choupo-Moting

",Sturm,0,5340000
2020-10-26,"

Zirkzee

",Sturm,5,1240000
2020-10-26,"

T. Müller

",Sturm,42,12950000
2020-10-26,"

Dajaku

",Sturm,0,310000
2020-10-26,"

Lewandowski

",Sturm,52,19010000
2020-10-26,"

Gnabry

",Sturm,29,11500000
2020-10-26,"

Coman

",Sturm,3,7950000
2020-10-26,"

Drljača

",Torwart,0,160000
2020-10-26,"

Hitz

",Torwart,11,890000
2020-10-26,"

Unbehaun

",Torwart,0,160000
2020-10-26,"

Bürki

",Torwart,4,2070000
2020-10-26,"

Meunier

",Abwehr,11,4610000
2020-10-26,"

Mateu Morey

",Abwehr,0,960000
2020-10-26,"

Akanji

",Abwehr,8,4260000
2020-10-26,"

Zagadou

",Abwehr,0,1350000
2020-10-26,"

Passlack

",Abwehr,15,3480000
2020-10-26,"

Hummels

",Abwehr,21,7530000
2020-10-26,"

Piszczek

",Abwehr,2,2060000
2020-10-26,"

Schmelzer

",Abwehr,0,250000
2020-10-26,"

Can

",Abwehr,26,5560000
2020-10-26,"

N. Schulz

",Abwehr,1,830000
2020-10-26,"

Reinier

",Mittelfeld,3,5270000
2020-10-26,"

Bellingham

",Mittelfeld,15,9330000
2020-10-26,"

Raschl

",Mittelfeld,0,250000
2020-10-26,"

Brandt

",Mittelfeld,8,4940000
2020-10-26,"

Witsel

",Mittelfeld,16,6190000
2020-10-26,"

Dahoud

",Mittelfeld,4,2030000
2020-10-26,"

Raphaël Guerreiro

",Mittelfeld,14,7490000
2020-10-26,"

Delaney

",Mittelfeld,7,2940000
2020-10-26,"

Haaland

",Sturm,38,14700000
2020-10-26,"

Reyna

",Sturm,26,9340000
2020-10-26,"

Moukoko

",Sturm,0,7450000
2020-10-26,"

Sancho

",Sturm,14,11780000
2020-10-26,"

Hazard

",Sturm,2,7390000
2020-10-26,"

Reus

",Sturm,13,8760000
2020-10-26,"

Tschauner

",Torwart,0,230000
2020-10-26,"

T. Schreiber

",Torwart,0,160000
2020-10-26,"

Gulácsi

",Torwart,13,2740000
2020-10-26,"

Josep Martínez

",Torwart,0,160000
2020-10-26,"

Upamecano

",Abwehr,17,6820000
2020-10-26,"

Angeliño

",Abwehr,32,9580000
2020-10-26,"

Mukiele

",Abwehr,11,4120000
2020-10-26,"

Klostermann

",Abwehr,6,2500000
2020-10-26,"

Halstenberg

",Abwehr,22,5710000
2020-10-26,"

Henrichs

",Abwehr,7,3410000
2020-10-26,"

Orban

",Abwehr,19,4960000
2020-10-26,"

Konaté

",Abwehr,0,3140000
2020-10-26,"

Dani Olmo

",Mittelfeld,25,8980000
2020-10-26,"

Samardžić

",Mittelfeld,0,1020000
2020-10-26,"

Wosz

",Mittelfeld,1,540000
2020-10-26,"

Nkunku

",Mittelfeld,15,7650000
2020-10-26,"

Forsberg

",Mittelfeld,28,7510000
2020-10-26,"

Haidara

",Mittelfeld,17,3840000
2020-10-26,"

T. Adams

",Mittelfeld,7,2780000
2020-10-26,"

Laimer

",Mittelfeld,0,2170000
2020-10-26,"

Kampl

",Mittelfeld,7,5220000
2020-10-26,"

Sabitzer

",Mittelfeld,0,9280000
2020-10-26,"

Sørloth

",Sturm,2,10370000
2020-10-26,"

Hugo Novoa

",Sturm,0,310000
2020-10-26,"

Hwang

",Sturm,4,2830000
2020-10-26,"

Borkowski

",Sturm,0,270000
2020-10-26,"

Hartmann

",Sturm,0,170000
2020-10-26,"

Y. Poulsen

",Sturm,18,7220000
2020-10-26,"

Kluivert

",Sturm,0,9330000
2020-10-26,"

Sommer

",Torwart,3,2740000
2020-10-26,"

Olschowsky

",Torwart,0,160000
2020-10-26,"

Grün

",Torwart,0,160000
2020-10-26,"

Sippel

",Torwart,0,210000
2020-10-26,"

Elvedi

",Abwehr,10,3450000
2020-10-26,"

Doucouré

",Abwehr,0,260000
2020-10-26,"

Lainer

",Abwehr,14,3410000
2020-10-26,"

Beyer

",Abwehr,0,350000
2020-10-26,"

Lang

",Abwehr,0,260000
2020-10-26,"

A. Poulsen

",Abwehr,0,210000
2020-10-26,"

Bensebaini

",Abwehr,5,3270000
2020-10-26,"

Ginter

",Abwehr,16,5240000
2020-10-26,"

Wendt

",Abwehr,4,1410000
2020-10-26,"

Kurt

",Abwehr,0,290000
2020-10-26,"

Jantschke

",Abwehr,-1,480000
2020-10-26,"

H. Wolf

",Mittelfeld,3,1850000
2020-10-26,"

Quizera

",Mittelfeld,0,580000
2020-10-26,"

Traoré

",Mittelfeld,1,600000
2020-10-26,"

Neuhaus

",Mittelfeld,6,4350000
2020-10-26,"

Reitz

",Mittelfeld,0,310000
2020-10-26,"

Hofmann

",Mittelfeld,25,7350000
2020-10-26,"

Kramer

",Mittelfeld,16,3980000
2020-10-26,"

Bénes

",Mittelfeld,0,1050000
2020-10-26,"

Zakaria

",Mittelfeld,0,3250000
2020-10-26,"

Lazaro

",Mittelfeld,0,4400000
2020-10-26,"

Villalba

",Sturm,0,220000
2020-10-26,"

Embolo

",Sturm,2,3890000
2020-10-26,"

Pléa

",Sturm,16,7750000
2020-10-26,"

Thuram

",Sturm,10,7540000
2020-10-26,"

P. Herrmann

",Sturm,7,2900000
2020-10-26,"

Stindl

",Sturm,20,6790000
2020-10-26,"

Müsel

",Sturm,0,200000
2020-10-26,"

L. Grill

",Torwart,0,210000
2020-10-26,"

Lomb

",Torwart,0,160000
2020-10-26,"

Hradecky

",Torwart,10,2740000
2020-10-26,"

S. Bender

",Abwehr,9,3410000
2020-10-26,"

Tapsoba

",Abwehr,19,4310000
2020-10-26,"

Sinkgraven

",Abwehr,10,2580000
2020-10-26,"

Dragović

",Abwehr,0,340000
2020-10-26,"

Santiago Arias

",Abwehr,2,1670000
2020-10-26,"

Jedvaj

",Abwehr,0,440000
2020-10-26,"

Wendell 

",Abwehr,4,1640000
2020-10-26,"

L. Bender

",Abwehr,16,3900000
2020-10-26,"

Tah

",Abwehr,3,1700000
2020-10-26,"

M. Weiser

",Abwehr,0,640000
2020-10-26,"

Wirtz

",Mittelfeld,6,4610000
2020-10-26,"

Palacios

",Mittelfeld,2,1890000
2020-10-26,"

Baumgartlinger

",Mittelfeld,6,1770000
2020-10-26,"

Charles Aránguiz

",Mittelfeld,17,4280000
2020-10-26,"

Paulinho

",Mittelfeld,0,950000
2020-10-26,"

Demirbay

",Mittelfeld,19,5610000
2020-10-26,"

Amiri

",Mittelfeld,3,3530000
2020-10-26,"

Lucas Alario

",Sturm,10,5700000
2020-10-26,"

Schick

",Sturm,15,10550000
2020-10-26,"

Bailey

",Sturm,8,5620000
2020-10-26,"

Bellarabi

",Sturm,12,4170000
2020-10-26,"

Diaby

",Sturm,2,4820000
2020-10-26,"

Pentke

",Torwart,0,270000
2020-10-26,"

L. Philipp

",Torwart,0,160000
2020-10-26,"

Baumann

",Torwart,12,2600000
2020-10-26,"

Bogarde

",Abwehr,0,280000
2020-10-26,"

Skov

",Abwehr,13,5050000
2020-10-26,"

K. Adams

",Abwehr,2,560000
2020-10-26,"

Brenet

",Abwehr,0,330000
2020-10-26,"

Posch

",Abwehr,6,1980000
2020-10-26,"

Kadeřábek

",Abwehr,1,2050000
2020-10-26,"

Sessegnon

",Abwehr,1,3090000
2020-10-26,"

Bičakčić

",Abwehr,12,510000
2020-10-26,"

Akpoguma

",Abwehr,15,3630000
2020-10-26,"

Nordtveit

",Abwehr,0,440000
2020-10-26,"

Vogt

",Abwehr,13,3360000
2020-10-26,"

B. Hübner

",Abwehr,0,1370000
2020-10-26,"

Stafylidis

",Abwehr,0,280000
2020-10-26,"

Samassékou

",Mittelfeld,13,3940000
2020-10-26,"

Rudy

",Mittelfeld,2,3050000
2020-10-26,"

Baumgartner

",Mittelfeld,9,3820000
2020-10-26,"

Grillitsch

",Mittelfeld,3,2190000
2020-10-26,"

Gaćinović

",Mittelfeld,10,2520000
2020-10-26,"

Geiger

",Mittelfeld,16,4470000
2020-10-26,"

Klauss

",Sturm,0,510000
2020-10-26,"

Kramarić

",Sturm,43,10440000
2020-10-26,"

Beier

",Sturm,0,300000
2020-10-26,"

Dabbur

",Sturm,12,3930000
2020-10-26,"

Bruun Larsen

",Sturm,-2,780000
2020-10-26,"

Adamyan

",Sturm,0,850000
2020-10-26,"

Bebou

",Sturm,12,3240000
2020-10-26,"

Belfodil

",Sturm,5,2590000
2020-10-26,"

Pervan

",Torwart,7,610000
2020-10-26,"

Kasten

",Torwart,0,160000
2020-10-26,"

Casteels

",Torwart,9,2240000
2020-10-26,"

Klinger

",Torwart,0,160000
2020-10-26,"

Siersleben 

",Abwehr,0,210000
2020-10-26,"

Baku

",Abwehr,3,2370000
2020-10-26,"

Roussillon

",Abwehr,4,1790000
2020-10-26,"

Mbabu

",Abwehr,0,1580000
2020-10-26,"

Paulo Otávio

",Abwehr,7,1510000
2020-10-26,"

Pongračić

",Abwehr,0,900000
2020-10-26,"

Lacroix

",Abwehr,13,3920000
2020-10-26,"

William

",Abwehr,0,500000
2020-10-26,"

J. Bruma

",Abwehr,0,260000
2020-10-26,"

Brooks

",Abwehr,15,3090000
2020-10-26,"

Arnold

",Mittelfeld,20,6940000
2020-10-26,"

R. Steffen

",Mittelfeld,8,2800000
2020-10-26,"

Guilavogui

",Mittelfeld,17,4070000
2020-10-26,"

Gerhardt

",Mittelfeld,11,2330000
2020-10-26,"

Malli

",Mittelfeld,0,470000
2020-10-26,"

Schlager

",Mittelfeld,9,2890000
2020-10-26,"

Marmoush

",Sturm,0,330000
2020-10-26,"

Białek

",Sturm,0,1100000
2020-10-26,"

Brekalo

",Sturm,18,3870000
2020-10-26,"

Klaus

",Sturm,6,1230000
2020-10-26,"

Mehmedi

",Sturm,11,3110000
2020-10-26,"

Joao Victor

",Sturm,8,2140000
2020-10-26,"

M. Philipp

",Sturm,0,5430000
2020-10-26,"

Weghorst

",Sturm,14,8940000
2020-10-26,"

Ginczek

",Sturm,2,1650000
2020-10-26,"

N. Thiede

",Torwart,0,160000
2020-10-26,"

Flekken

",Torwart,0,460000
2020-10-26,"

Uphoff

",Torwart,0,330000
2020-10-26,"

F. Müller

",Torwart,3,1740000
2020-10-26,"

K. Schlotterbeck

",Abwehr,0,900000
2020-10-26,"

G. Itter

",Abwehr,0,250000
2020-10-26,"

Kübler

",Abwehr,-2,340000
2020-10-26,"

Lienhart

",Abwehr,14,2670000
2020-10-26,"

C. Günter

",Abwehr,9,3240000
2020-10-26,"

Heintz

",Abwehr,13,2680000
2020-10-26,"

J. Schmid

",Abwehr,9,3110000
2020-10-26,"

Gulde

",Abwehr,1,700000
2020-10-26,"

Keitel

",Mittelfeld,0,510000
2020-10-26,"

Kwon

",Mittelfeld,2,970000
2020-10-26,"

Sallai

",Mittelfeld,14,2690000
2020-10-26,"

Til

",Mittelfeld,0,2460000
2020-10-26,"

Tempelmann

",Mittelfeld,0,220000
2020-10-26,"

Santamaria

",Mittelfeld,9,4540000
2020-10-26,"

Abrashi

",Mittelfeld,1,400000
2020-10-26,"

Haberer

",Mittelfeld,0,810000
2020-10-26,"

Grifo

",Mittelfeld,17,5820000
2020-10-26,"

Höfler

",Mittelfeld,10,2490000
2020-10-26,"

Höler

",Sturm,16,4110000
2020-10-26,"

Jeong

",Sturm,8,1650000
2020-10-26,"

Demirović

",Sturm,1,1320000
2020-10-26,"

Petersen

",Sturm,20,5660000
2020-10-26,"

Trapp

",Torwart,15,2940000
2020-10-26,"

Schubert

",Torwart,0,250000
2020-10-26,"

Hasebe

",Abwehr,9,2160000
2020-10-26,"

Hinteregger

",Abwehr,12,5040000
2020-10-26,"

Abraham

",Abwehr,10,2100000
2020-10-26,"

N'Dicka

",Abwehr,0,1260000
2020-10-26,"

Tuta

",Abwehr,1,600000
2020-10-26,"

Touré

",Abwehr,10,3090000
2020-10-26,"

Brugger

",Abwehr,0,190000
2020-10-26,"

Fahrnberger

",Abwehr,0,220000
2020-10-26,"

Ćavar

",Mittelfeld,0,240000
2020-10-26,"

Willems

",Mittelfeld,0,290000
2020-10-26,"

Kamada

",Mittelfeld,30,6820000
2020-10-26,"

Barkok

",Mittelfeld,4,890000
2020-10-26,"

Sow

",Mittelfeld,1,880000
2020-10-26,"

Ilsanker

",Mittelfeld,9,2220000
2020-10-26,"

Rode

",Mittelfeld,18,4710000
2020-10-26,"

Chandler

",Mittelfeld,0,710000
2020-10-26,"

da Costa

",Mittelfeld,1,1190000
2020-10-26,"

Kohr

",Mittelfeld,3,860000
2020-10-26,"

Durm

",Mittelfeld,0,240000
2020-10-26,"

Kostić

",Mittelfeld,1,6160000
2020-10-26,"

Zuber

",Mittelfeld,13,2890000
2020-10-26,"

Hrustic

",Mittelfeld,0,1650000
2020-10-26,"

Dost

",Sturm,33,8020000
2020-10-26,"

Younes

",Sturm,1,4580000
2020-10-26,"

André Silva

",Sturm,28,8490000
2020-10-26,"

Ache

",Sturm,2,660000
2020-10-26,"

Makanda

",Sturm,0,230000
2020-10-26,"

Palmowski

",Torwart,0,160000
2020-10-26,"

Schwolow

",Torwart,4,2230000
2020-10-26,"

Körber

",Torwart,0,160000
2020-10-26,"

Jarstein

",Torwart,0,280000
2020-10-26,"

Torunarigha

",Abwehr,6,1410000
2020-10-26,"

Pekarik

",Abwehr,13,2040000
2020-10-26,"

Netz

",Abwehr,0,270000
2020-10-26,"

Zeefuik

",Abwehr,4,1800000
2020-10-26,"

Albrecht

",Abwehr,0,260000
2020-10-26,"

Klünter

",Abwehr,0,520000
2020-10-26,"

O. Rekik

",Abwehr,0,300000
2020-10-26,"

Mittelstädt

",Abwehr,17,3140000
2020-10-26,"

M. Dárdai

",Abwehr,0,300000
2020-10-26,"

N. Stark

",Abwehr,4,1620000
2020-10-26,"

Alderete

",Abwehr,0,1970000
2020-10-26,"

Plattenhardt

",Abwehr,1,1140000
2020-10-26,"

Boyata

",Abwehr,4,2780000
2020-10-26,"

Tousart

",Mittelfeld,12,4100000
2020-10-26,"

Löwen

",Mittelfeld,3,860000
2020-10-26,"

M. Čović 

",Mittelfeld,0,200000
2020-10-26,"

Guendouzi

",Mittelfeld,0,5260000
2020-10-26,"

Darida

",Mittelfeld,10,2640000
2020-10-26,"

Ascacíbar

",Mittelfeld,0,1060000
2020-10-26,"

Leckie

",Sturm,6,730000
2020-10-26,"

Jhon Córdoba 

",Sturm,19,5830000
2020-10-26,"

P. Dárdai

",Sturm,0,200000
2020-10-26,"

Lukébakio

",Sturm,12,4120000
2020-10-26,"

Dilrosun

",Sturm,1,1700000
2020-10-26,"

Ngankam

",Sturm,8,1430000
2020-10-26,"

Piątek

",Sturm,6,2480000
2020-10-26,"

Redan

",Sturm,1,460000
2020-10-26,"

Matheus Cunha

",Sturm,27,7770000
2020-10-26,"

Karius

",Torwart,0,1780000
2020-10-26,"

Luthe

",Torwart,8,1720000
2020-10-26,"

Moser

",Torwart,0,160000
2020-10-26,"

Busk

",Torwart,0,160000
2020-10-26,"

N. Schlotterbeck

",Abwehr,18,2780000
2020-10-26,"

M. Friedrich

",Abwehr,33,4870000
2020-10-26,"

Gießelmann

",Abwehr,-6,570000
2020-10-26,"

F. Hübner

",Abwehr,0,370000
2020-10-26,"

Knoche

",Abwehr,8,2390000
2020-10-26,"

C. Lenz

",Abwehr,14,2960000
2020-10-26,"

Trimmel

",Abwehr,15,4800000
2020-10-26,"

Ryerson

",Mittelfeld,6,980000
2020-10-26,"

Gentner

",Mittelfeld,3,1970000
2020-10-26,"

Prömel

",Mittelfeld,6,1440000
2020-10-26,"

Andrich

",Mittelfeld,9,2360000
2020-10-26,"

Gogia

",Mittelfeld,0,290000
2020-10-26,"

Griesbeck 

",Mittelfeld,0,540000
2020-10-26,"

Bülter

",Mittelfeld,14,2740000
2020-10-26,"

Awoniyi

",Sturm,2,1090000
2020-10-26,"

Maciejewski

",Sturm,0,210000
2020-10-26,"

S. Becker

",Sturm,9,2670000
2020-10-26,"

Ingvartsen

",Sturm,14,2940000
2020-10-26,"

Teuchert

",Sturm,1,630000
2020-10-26,"

Pohjanpalo

",Sturm,8,3080000
2020-10-26,"

Ujah

",Sturm,0,390000
2020-10-26,"

M. Kruse

",Sturm,10,7310000
2020-10-26,"

K. Endo

",Sturm,-1,770000
2020-10-26,"

Langer

",Torwart,0,160000
2020-10-26,"

Rönnow

",Torwart,7,2030000
2020-10-26,"

Fährmann

",Torwart,-8,660000
2020-10-26,"

Oczipka

",Abwehr,-4,1200000
2020-10-26,"

Thiaw

",Abwehr,0,390000
2020-10-26,"

T. Becker

",Abwehr,0,330000
2020-10-26,"

Kabak

",Abwehr,-9,1580000
2020-10-26,"

Mendyl

",Abwehr,0,280000
2020-10-26,"

Ludewig

",Abwehr,2,1850000
2020-10-26,"

Stambouli

",Abwehr,-3,760000
2020-10-26,"

Salif Sané

",Abwehr,6,3500000
2020-10-26,"

Nastasić

",Abwehr,0,1410000
2020-10-26,"

Bentaleb

",Mittelfeld,2,1840000
2020-10-26,"

Taitague

",Mittelfeld,0,230000
2020-10-26,"

Bozdoğan

",Mittelfeld,-2,850000
2020-10-26,"

Mercan

",Mittelfeld,0,240000
2020-10-26,"

Boujellab

",Mittelfeld,-4,450000
2020-10-26,"

Schöpf

",Mittelfeld,-1,690000
2020-10-26,"

Omar Mascarell

",Mittelfeld,9,2720000
2020-10-26,"

Harit

",Mittelfeld,0,2670000
2020-10-26,"

Serdar

",Mittelfeld,3,2260000
2020-10-26,"

Kutucu

",Sturm,0,700000
2020-10-26,"

Uth

",Sturm,12,3430000
2020-10-26,"

Raman

",Sturm,1,1470000
2020-10-26,"

Ibišević

",Sturm,-1,1890000
2020-10-26,"

Matondo

",Sturm,-3,710000
2020-10-26,"

Gonçalo Paciência

",Sturm,10,3450000
2020-10-26,"

Skrzybski

",Sturm,5,1040000
2020-10-26,"

Hanin

",Torwart,0,160000
2020-10-26,"

Dahmen

",Torwart,0,160000
2020-10-26,"

Liesegang

",Torwart,0,160000
2020-10-26,"

Zentner

",Torwart,4,1570000
2020-10-26,"

Brosinski

",Abwehr,1,1050000
2020-10-26,"

Niakhaté

",Abwehr,-2,1410000
2020-10-26,"

Kilian

",Abwehr,5,1290000
2020-10-26,"

A. Hack

",Abwehr,0,390000
2020-10-26,"

St. Juste

",Abwehr,3,1270000
2020-10-26,"

Aarón Martín

",Abwehr,2,770000
2020-10-26,"

Bell

",Abwehr,0,370000
2020-10-26,"

 Lavalée

",Abwehr,0,320000
2020-10-26,"

Mwene

",Abwehr,-2,400000
2020-10-26,"

E. Fernandes

",Mittelfeld,1,540000
2020-10-26,"

Boëtius

",Mittelfeld,12,2530000
2020-10-26,"

Barreiro

",Mittelfeld,7,1300000
2020-10-26,"

Tauer

",Mittelfeld,2,320000
2020-10-26,"

Nebel

",Mittelfeld,2,580000
2020-10-26,"

Kunde

",Mittelfeld,-1,1240000
2020-10-26,"

Latza

",Mittelfeld,6,1400000
2020-10-26,"

Stöger

",Mittelfeld,0,2840000
2020-10-26,"

Öztunali

",Mittelfeld,0,1080000
2020-10-26,"

Papela

",Mittelfeld,0,180000
2020-10-26,"

Quaison

",Sturm,6,2710000
2020-10-26,"

Onisiwo

",Sturm,-1,1300000
2020-10-26,"

Burkardt

",Sturm,6,1110000
2020-10-26,"

Ji

",Sturm,0,500000
2020-10-26,"

Abass

",Sturm,0,300000
2020-10-26,"

Szalai

",Sturm,0,720000
2020-10-26,"

Mustapha

",Sturm,0,210000
2020-10-26,"

Mateta

",Sturm,10,4260000
2020-10-26,"

Krahl

",Torwart,0,160000
2020-10-26,"

Zieler

",Torwart,0,460000
2020-10-26,"

T. Horn

",Torwart,7,1580000
2020-10-26,"

Katterbach

",Abwehr,0,600000
2020-10-26,"

Czichos

",Abwehr,8,1430000
2020-10-26,"

Ehizibue

",Abwehr,10,1670000
2020-10-26,"

B. Schmitz

",Abwehr,1,860000
2020-10-26,"

J. Horn

",Abwehr,10,1440000
2020-10-26,"

Jorge Meré

",Abwehr,0,410000
2020-10-26,"

F. Sörensen

",Abwehr,1,540000
2020-10-26,"

Bornauw

",Abwehr,11,2330000
2020-10-26,"

Voloder

",Abwehr,0,240000
2020-10-26,"

Jakobs 

",Mittelfeld,1,1690000
2020-10-26,"

Drexler

",Mittelfeld,11,1730000
2020-10-26,"

Skhiri

",Mittelfeld,6,1580000
2020-10-26,"

Clemens

",Mittelfeld,0,250000
2020-10-26,"

Höger

",Mittelfeld,2,360000
2020-10-26,"

Hector

",Mittelfeld,1,2250000
2020-10-26,"

Kainz

",Mittelfeld,0,830000
2020-10-26,"

Duda

",Mittelfeld,7,2810000
2020-10-26,"

S. Özcan

",Mittelfeld,3,750000
2020-10-26,"

Rexhbecaj

",Mittelfeld,12,2430000
2020-10-26,"

S. Andersson

",Sturm,14,4620000
2020-10-26,"

Arokodare

",Sturm,3,1070000
2020-10-26,"

Lemperle

",Sturm,0,220000
2020-10-26,"

Thielmann

",Sturm,6,1010000
2020-10-26,"

Modeste

",Sturm,0,2400000
2020-10-26,"

M. Wolf

",Sturm,4,2620000
2020-10-26,"

Limnios

",Sturm,4,1780000
2020-10-26,"

Gikiewicz

",Torwart,20,3160000
2020-10-26,"

Koubek

",Torwart,0,200000
2020-10-26,"

Leneis

",Torwart,0,160000
2020-10-26,"

Oxford

",Abwehr,5,850000
2020-10-26,"

Uduokhai

",Abwehr,23,3430000
2020-10-26,"

Gouweleeuw

",Abwehr,12,2530000
2020-10-26,"

Framberger

",Abwehr,16,3050000
2020-10-26,"

Iago

",Abwehr,16,3320000
2020-10-26,"

Pedersen

",Abwehr,6,1230000
2020-10-26,"

Suchý

",Abwehr,0,330000
2020-10-26,"

F. Götze

",Abwehr,0,250000
2020-10-26,"

Gumny

",Abwehr,0,650000
2020-10-26,"

Vargas

",Mittelfeld,10,2340000
2020-10-26,"

Jensen

",Mittelfeld,2,1060000
2020-10-26,"

Morávek

",Mittelfeld,0,230000
2020-10-26,"

D. Caligiuri

",Mittelfeld,17,4590000
2020-10-26,"

Strobl

",Mittelfeld,4,1460000
2020-10-26,"

Carlos Gruezo

",Mittelfeld,10,2010000
2020-10-26,"

R. Khedira

",Mittelfeld,12,2210000
2020-10-26,"

Richter

",Sturm,3,1620000
2020-10-26,"

Gregoritsch

",Sturm,11,3300000
2020-10-26,"

Hahn

",Sturm,14,2730000
2020-10-26,"

Niederlechner

",Sturm,7,3980000
2020-10-26,"

Finnbogason

",Sturm,3,1120000
2020-10-26,"

Sarenren-Bazee

",Sturm,0,360000
2020-10-26,"

Dos Santos Haesler

",Torwart,0,170000
2020-10-26,"

Pavlenka

",Torwart,9,2080000
2020-10-26,"

Kapino

",Torwart,0,200000
2020-10-26,"

Toprak

",Abwehr,2,1420000
2020-10-26,"

Mbom

",Abwehr,10,2470000
2020-10-26,"

C. Groß

",Abwehr,2,480000
2020-10-26,"

Augustinsson

",Abwehr,23,3450000
2020-10-26,"

Friedl

",Abwehr,8,2000000
2020-10-26,"

Moisander

",Abwehr,-2,880000
2020-10-26,"

Veljković

",Abwehr,5,1480000
2020-10-26,"

Agu

",Abwehr,0,540000
2020-10-26,"

Gebre Selassie

",Abwehr,5,1810000
2020-10-26,"

Gruev

",Mittelfeld,0,250000
2020-10-26,"

R. Schmid

",Mittelfeld,0,490000
2020-10-26,"

Schönfelder

",Mittelfeld,0,210000
2020-10-26,"

Möhwald

",Mittelfeld,2,1710000
2020-10-26,"

Erras

",Mittelfeld,0,740000
2020-10-26,"

Bittencourt

",Mittelfeld,19,4140000
2020-10-26,"

M. Eggestein

",Mittelfeld,8,3120000
2020-10-26,"

Chong

",Sturm,1,2320000
2020-10-26,"

Selke

",Sturm,11,1980000
2020-10-26,"

Ōsako

",Sturm,2,1510000
2020-10-26,"

Woltemade

",Sturm,0,780000
2020-10-26,"

Füllkrug

",Sturm,32,6210000
2020-10-26,"

Sargent

",Sturm,8,2710000
2020-10-26,"

Rashica

",Sturm,-1,5770000
2020-10-26,"

Rehnen

",Torwart,0,160000
2020-10-26,"

Ortega Moreno

",Torwart,11,2200000
2020-10-26,"

Linnér

",Torwart,0,160000
2020-10-26,"

Laursen

",Abwehr,5,880000
2020-10-26,"

de Medina

",Abwehr,-2,570000
2020-10-26,"

Behrendt

",Abwehr,1,350000
2020-10-26,"

Brunner

",Abwehr,10,1620000
2020-10-26,"

J. Nilsson

",Abwehr,0,550000
2020-10-26,"

Pieper

",Abwehr,23,4390000
2020-10-26,"

Lucoqui

",Abwehr,5,1280000
2020-10-26,"

van der Hoorn

",Abwehr,14,2620000
2020-10-26,"

Consbruch

",Mittelfeld,0,310000
2020-10-26,"

Seufert

",Mittelfeld,0,340000
2020-10-26,"

Kunze

",Mittelfeld,7,1190000
2020-10-26,"

Yabo

",Mittelfeld,1,460000
2020-10-26,"

Prietl

",Mittelfeld,10,1720000
2020-10-26,"

Hartel

",Mittelfeld,10,2280000
2020-10-26,"

A. Maier

",Mittelfeld,4,1750000
2020-10-26,"

Edmundsson

",Mittelfeld,8,1260000
2020-10-26,"

Gebauer

",Sturm,-1,480000
2020-10-26,"

Niemann

",Sturm,0,220000
2020-10-26,"

Soukou

",Sturm,7,1150000
2020-10-26,"

Schipplock

",Sturm,5,1110000
2020-10-26,"

Seb. Müller

",Sturm,0,240000
2020-10-26,"

Voglsammer

",Sturm,0,1040000
2020-10-26,"

Sergio Córdova

",Sturm,6,1760000
2020-10-26,"

F. Klos

",Sturm,6,2280000
2020-10-26,"

Doan

",Sturm,14,2980000
2020-10-26,"

Grahl

",Torwart,0,160000
2020-10-26,"

Bredlow

",Torwart,0,240000
2020-10-26,"

Kobel

",Torwart,13,2440000
2020-10-26,"

Aidonis

",Abwehr,0,250000
2020-10-26,"

Karazor

",Abwehr,7,1410000
2020-10-26,"

Mack

",Abwehr,0,280000
2020-10-26,"

Awoudja

",Abwehr,0,180000
2020-10-26,"

B. Sosa

",Abwehr,3,1030000
2020-10-26,"

Mola

",Abwehr,0,320000
2020-10-26,"

Kaminski

",Abwehr,0,700000
2020-10-26,"

Stenzel

",Abwehr,1,1780000
